id,cable_id,description,name,color,cost (millions),Lit,Max,coordinates,length,rfs,year,owners,url
jakarta-bangka-bintan-batam-singapore-b3js,1833,"[{""landing_point_id"":5862,""latlon"":""1.134677,103.962530"",""name"":""Batam, Indonesia""},{""landing_point_id"":16015,""latlon"":""-3.079969,106.547490"",""name"":""Bratu Prahu, Indonesia""},{""landing_point_id"":3012,""latlon"":""-6.171862,106.827861"",""name"":""Jakarta, Indonesia""},{""landing_point_id"":16014,""latlon"":""-1.553896,105.582744"",""name"":""Pesaren, Indonesia""},{""landing_point_id"":3029,""latlon"":""1.293661,103.853057"",""name"":""Singapore, Singapore""}]",Jakarta-Bangka-Bintan-Batam-Singapore (B3JS),#38bced,,,,"<MultiGeometry><LineString><coordinates>106.827830588756,-6.17187778891452,0 106.617967456175,-5.24253415795245,0 106.547459693624,-3.0799248746779,0 105.582714283309,-1.55387604507318,0 104.574609528709,0.580980563404687,0 104.284570671676,0.642500447691173,0 104.017090392411,0.885447244912743,0 103.835938176991,0.96229266239688,0 103.808203821638,1.01169935682263,0 103.878125647105,1.13472453594225,0 103.962598243514,1.13472453594225,0 103.853028008635,1.29406357456417,0</coordinates></LineString></MultiGeometry>","1,031 km",12-Nov,2012,Moratelindo,http://www.moratelindo.co.id
jambi-batam-cable-system-jiba,1832,"[{""landing_point_id"":5862,""latlon"":""1.134677,103.962530"",""name"":""Batam, Indonesia""},{""landing_point_id"":9719,""latlon"":""-1.590029,103.609991"",""name"":""Jambi, Indonesia""}]",Jambi-Batam Cable System (JIBA),#8dc851,,,,"<MultiGeometry><LineString><coordinates>103.962598243514,1.13472453594225,0 103.878125647105,1.13472453594225,0 103.894922510206,1.05173189906894,0 104.030664601545,0.954578903480858,0 103.942285757903,0.305403331267833,0 104.004102120362,-0.460995955649701,0 103.74043043215,-0.991029259928032,0 103.609961774575,-1.58999523358274,0</coordinates></LineString></MultiGeometry>",420 km,2014,2014,Moratelindo,http://www.moratelindo.co.id
japan-u-s-cable-network-jus,1010,"[{""landing_point_id"":5703,""latlon"":""36.801750,140.750891"",""name"":""Kitaibaraki, Japan""},{""landing_point_id"":5760,""latlon"":""21.460253,-158.206046"",""name"":""Makaha, Hawaii, United States""},{""landing_point_id"":3687,""latlon"":""38.969229,-123.686971"",""name"":""Manchester, California, United States""},{""landing_point_id"":5887,""latlon"":""35.037493,139.816908"",""name"":""Maruyama, Japan""},{""landing_point_id"":5751,""latlon"":""35.366692,-120.847226"",""name"":""Morro Bay, California, United States""},{""landing_point_id"":5883,""latlon"":""34.336810,136.874331"",""name"":""Shima, Japan""}]",Japan-U.S. Cable Network (JUS),#b2703f,,,,"<MultiGeometry><LineString><coordinates>140.75095108855,36.8018612473757,0 141.161302360353,35.4879540422122,0 140.384349785753,34.7518897477727,0 139.736108057474,34.7518897477727,0 139.736108057474,34.9899296671644,0 139.816967375192,35.0375188597286,0 139.671850290495,35.0012896035133,0 139.218920923854,33.3932989408438,0 138.7095462847,33.2088361811336,0 136.874000710018,34.3368305744122,0</coordinates></LineString><LineString><coordinates>-179.999944735381,39.9091392846075,0 -139.250217743495,39.9091392846075,0 -123.687045174843,38.9694347422081,0 -123.873080199304,38.4660183517112,0 -121.905796436696,35.4854095112685,0 -120.847203436613,35.3670795258733,0 -139.250217743495,25.1602375869118,0 -147.027800124408,25.1602375869118,0 -158.206014861906,21.4605385114996,0 -179.999944735381,24.9761579132285,0</coordinates></LineString><LineString><coordinates>179.999946721693,24.9801414162739,0 138.963842979554,31.3854142716572,0 136.874000710018,34.3368305744122,0</coordinates></LineString><LineString><coordinates>140.75095108855,36.8018612473757,0 157.21129099039,39.9091392846075,0 179.999946721693,39.912510080833,0</coordinates></LineString></MultiGeometry>","22,682 km",1-Sep,2001,"Verizon,  AT&T,  BT,  Sprint,  CenturyLink,  KDDI,  NTT,  Chunghwa Telecom,  Tata Communications,  SingTel,  Telekom Malaysia,  Softbank Telecom,  Orange,  Level 3,  SK Broadband,  KT,  China Telecom,  China Unicom,  LG Uplus,  New World Telecom,  Starhub,  PCCW,  Telstra,  Vodafone,  PLDT",
jerry-newton,1774,"[{""landing_point_id"":10730,""latlon"":""12.163773,-68.284116"",""name"":""North Salina, Bonaire, Netherlands""},{""landing_point_id"":10729,""latlon"":""12.095316,-68.896616"",""name"":""Willemstad, Curaçao""}]",Jerry Newton,#0982c5,,,,"<MultiGeometry><LineString><coordinates>-68.2840570790894,12.1641454222649,0 -68.7890371901068,11.9995154428465,0 -68.8741933797813,12.0047691198301,0 -68.8926503979562,12.0904373265452,0</coordinates></LineString></MultiGeometry>",n.a.,7-Oct,2007,C&W Networks,
kattegat-1,1218,"[{""landing_point_id"":10605,""latlon"":""57.487482,12.076246"",""name"":""Kungsbacka, Sweden""},{""landing_point_id"":10606,""latlon"":""57.330842,10.516579"",""name"":""Saeby, Denmark""}]",Kattegat 1,#38bced,,,,"<MultiGeometry><LineString><coordinates>10.5166683477374,57.3310462570752,0 10.8878594910321,57.4876912827877,0 12.0762375554239,57.4876912827877,0</coordinates></LineString></MultiGeometry>",180 km,Aug-95,1995,"TDC,  TeliaSonera,  Tata Communications,  BT",
kattegat-2,1688,"[{""landing_point_id"":10320,""latlon"":""57.244807,10.514625"",""name"":""Lyngsa, Denmark""},{""landing_point_id"":10322,""latlon"":""57.313459,11.199293"",""name"":""Osterby, Denmark""},{""landing_point_id"":10323,""latlon"":""56.683186,12.683277"",""name"":""Skalvik, Sweden""},{""landing_point_id"":10321,""latlon"":""57.272248,10.966969"",""name"":""Vestero, Denmark""}]",Kattegat 2,#ffd633,,,,"<MultiGeometry><LineString><coordinates>10.5146175679402,57.2449174346949,0 10.9669609974959,57.2726463116465,0</coordinates></LineString><LineString><coordinates>11.1992850516653,57.3137522359321,0 12.2902999037802,56.68336942453,0 12.6833660315784,56.68336942453,0</coordinates></LineString></MultiGeometry>",75 km,2001,2001,TDC,
kerch-strait-cable,1822,"[{""landing_point_id"":15111,""latlon"":""45.423621,36.770863"",""name"":""Ilyich, Russia""},{""landing_point_id"":15112,""latlon"":""45.357019,36.477406"",""name"":""Kerch, Ukraine""}]",Kerch Strait Cable,#f04230,,,,"<MultiGeometry><LineString><coordinates>36.4773921444171,45.3569817220819,0 36.5328608551225,45.3014051310406,0 36.6312982853885,45.3025041465957,0 36.6594232654645,45.3892590553433,0 36.7000482366854,45.4298453840411,0 36.7708489677795,45.4236085040902,0</coordinates></LineString></MultiGeometry>",46 km,14-Apr,2014,Rostelecom,
kodiak-kenai-fiber-link-kkfl,1530,"[{""landing_point_id"":4067,""latlon"":""61.217461,-149.858345"",""name"":""Anchorage, Alaska, United States""},{""landing_point_id"":8392,""latlon"":""59.646368,-151.544282"",""name"":""Homer, Alaska, United States""},{""landing_point_id"":8393,""latlon"":""60.552910,-151.259760"",""name"":""Kenai, Alaska, United States""},{""landing_point_id"":8394,""latlon"":""57.794123,-152.395258"",""name"":""Kodiak, Alaska, United States""},{""landing_point_id"":8395,""latlon"":""57.426838,-152.329145"",""name"":""Narrow Cape, Alaska, United States""},{""landing_point_id"":5755,""latlon"":""60.112188,-149.443111"",""name"":""Seward, Alaska, United States""}]",Kodiak Kenai Fiber Link (KKFL),#ffd633,,,,"<MultiGeometry><LineString><coordinates>-149.447671457023,60.1100476391665,0 -152.329065900192,57.4244932251948,0 -151.994154028071,57.9045665942055,0 -152.395179134606,57.7944220929606,0 -151.831507658917,58.173423052549,0 -152.614270776275,59.3312373224378,0 -151.544252003036,59.6465669643075,0 -151.904749794531,59.6834842521285,0 -152.049769223048,59.8237039566249,0 -151.563929723471,60.4125887656989,0 -151.268715088854,60.5531044207696,0 -151.591859391186,60.7090696324518,0 -151.591859391186,60.867467152007,0 -149.85841335355,61.2175572070885,0</coordinates></LineString></MultiGeometry>",966 km,7-Jan,2007,GCI,http://www.alaskaunited.com
korea-japan-cable-network-kjcn,1231,"[{""landing_point_id"":4059,""latlon"":""33.590326,130.401678"",""name"":""Fukuoka, Japan""},{""landing_point_id"":5895,""latlon"":""33.839251,131.032048"",""name"":""Kita-kyushu, Japan""},{""landing_point_id"":4183,""latlon"":""35.170110,128.999335"",""name"":""Pusan, Korea, Rep.""}]",Korea-Japan Cable Network (KJCN),#f89635,,,,"<MultiGeometry><LineString><coordinates>131.031915004856,33.8395239333572,0 130.596368438401,34.4208940463065,0 128.999494569642,35.1703816994832,0 129.949982177557,34.5187138628083,0 130.401642013847,33.5902251607915,0</coordinates></LineString></MultiGeometry>",500 km,2-Mar,2002,"QTNet,  KT,  Softbank Telecom,  NTT",
latvia-sweden-1-lv-se-1,1270,"[{""landing_point_id"":5951,""latlon"":""58.902911,17.946555"",""name"":""Nynashamn, Sweden""},{""landing_point_id"":5897,""latlon"":""57.389533,21.569991"",""name"":""Ventspils, Latvia""}]",Latvia-Sweden 1 (LV-SE 1),#91a34b,,,,"<MultiGeometry><LineString><coordinates>21.570078486148,57.3897219241417,0 17.9465458968424,58.6225391131444,0 17.9465458968424,58.9030980634302,0</coordinates></LineString></MultiGeometry>",304 km,1994,1994,"TeliaSonera,  Tele2,  Lattelecom,  Telecom Italia Sparkle",
lev-submarine-system,1065,"[{""landing_point_id"":3215,""latlon"":""37.650089,12.591285"",""name"":""Mazara del Vallo, Italy""},{""landing_point_id"":3213,""latlon"":""32.044623,34.769692"",""name"":""Tel Aviv, Israel""},{""landing_point_id"":5811,""latlon"":""34.766399,32.466568"",""name"":""Yeroskipos, Cyprus""}]",Lev Submarine System,#f89635,,,,"<MultiGeometry><LineString><coordinates>34.7696785104275,32.0450101365145,0 31.3678254515821,32.8468657016457,0</coordinates></LineString><LineString><coordinates>12.5913739092465,37.6505844408328,0 12.3493818931759,36.4689716100736,0 13.5677404050793,35.4225658645696,0 31.379251224738,32.8468657016457,0 32.4666527981625,34.7665718254425,0</coordinates></LineString></MultiGeometry>","2,600 km",Mar-99,1999,Telecom Italia Sparkle,http://www.mednautilus.com
lfon-libyan-fiber-optic-network,1184,"[{""landing_point_id"":10838,""latlon"":""32.881732,21.741671"",""name"":""Al Baida, Libya""},{""landing_point_id"":7870,""latlon"":""30.378120,19.576535"",""name"":""Al Brega, Libya""},{""landing_point_id"":7866,""latlon"":""32.649701,14.264428"",""name"":""Al Khoms, Libya""},{""landing_point_id"":7871,""latlon"":""32.116596,20.066769"",""name"":""Benghazi, Libya""},{""landing_point_id"":7873,""latlon"":""32.763568,22.639229"",""name"":""Darnah, Libya""},{""landing_point_id"":7867,""latlon"":""32.374311,15.094799"",""name"":""Misurata, Libya""},{""landing_point_id"":7869,""latlon"":""30.586714,18.411887"",""name"":""Ras Lanuf, Libya""},{""landing_point_id"":7868,""latlon"":""31.205268,16.588353"",""name"":""Sirt, Libya""},{""landing_point_id"":7874,""latlon"":""32.079584,23.960322"",""name"":""Tobrok, Libya""},{""landing_point_id"":7872,""latlon"":""32.716693,20.949972"",""name"":""Tolmeta, Libya""},{""landing_point_id"":4271,""latlon"":""32.877338,13.187280"",""name"":""Tripoli, Libya""},{""landing_point_id"":7865,""latlon"":""32.774701,12.529761"",""name"":""Zawia, Libya""},{""landing_point_id"":7864,""latlon"":""32.933392,12.083375"",""name"":""Zwara, Libya""}]",LFON (Libyan Fiber Optic Network),#f04230,,,,"<MultiGeometry><LineString><coordinates>12.0833664566238,32.9335430021787,0 12.0833664566238,33.3091964018655,0 12.421842779344,33.3091964018655,0 12.5298505153302,32.7748846358576,0 12.6378582513166,33.3091964018655,0 12.971354108815,33.3091964018655,0 13.1873695807876,32.8776265774575,0 13.2684242108677,33.3091964018655,0 14.1565095192398,33.3091964018655,0 14.2645172552261,32.6499904234398,0 14.3725249912124,33.3091964018655,0 14.6634427538735,33.3091964018655,0 15.3676414737625,32.7568186674611,0 15.0949854169146,32.3746087523791,0 15.5257468305092,32.632310355594,0 16.6842421035703,31.7472780287804,0 16.5884413901864,31.2055857477848,0 16.8893200832911,31.6890454772374,0 18.5414673503945,31.2191161011033,0 18.4119752546279,30.5869897072181,0 18.7465453301153,31.1606377249843,0 19.3618769254587,30.9967062744569,0 19.5765252108998,30.3784454870954,0 19.5765252108998,30.9544230666399,0 19.5765252108998,32.0250588361628,0 20.0667592386134,32.1169146031417,0 19.5765252108998,32.2088432813698,0 19.5765252108998,33.1050886681339,0 20.8419540019582,33.1050886681339,0 20.9499617379445,32.7169784719982,0 21.0580671301116,33.1050886681339,0 21.6336526598614,33.1050886681339,0 21.7417580520285,32.8821372753799,0 21.8497657880148,33.1050886681339,0 22.5311129615921,33.1088515565522,0 22.6391206975784,32.763634895297,0 22.7471284335647,33.1050886681339,0 23.9604088240655,32.4469945530495,0 23.9604088240655,32.0798523905836,0</coordinates></LineString></MultiGeometry>","1,639 km",1999,1999,"Libyan Post,  Telecommunications and Information Technology Company (LPTIC Holding)",
libreville-port-gentil-cable,1747,"[{""landing_point_id"":4221,""latlon"":""0.394248,9.454372"",""name"":""Libreville, Gabon""},{""landing_point_id"":10818,""latlon"":""-0.720986,8.781618"",""name"":""Port Gentil, Gabon""}]",Libreville-Port Gentil Cable,#f04230,,,,"<MultiGeometry><LineString><coordinates>8.7816109831183,-0.720649712666152,0 8.45758777515938,-0.394396299651142,0 9.02038034522184,0.265950725402019,0 9.45426675660264,0.394464098132281,0</coordinates></LineString></MultiGeometry>",198 km,12-Apr,2012,n.a.,
lower-indian-ocean-network-2-lion2,1667,"[{""landing_point_id"":10123,""latlon"":""-12.817074,45.165878"",""name"":""Kaweni, Mayotte""},{""landing_point_id"":10122,""latlon"":""-4.050477,39.700061"",""name"":""Nyali, Kenya""}]",Lower Indian Ocean Network 2 (LION2),#548f51,,,,"<MultiGeometry><LineString><coordinates>48.2229892924759,-10.1920672720774,0 45.1657648957423,-12.8170918748336,0</coordinates></LineString><LineString><coordinates>39.7001437676396,-4.05029657542636,0 43.8362736500664,-4.90042245314737,0 52.9282593967184,-15.7279242799184,0 51.6345103132224,-19.1852491160616,0</coordinates></LineString></MultiGeometry>","2,700 km",12-Apr,2012,"Orange,  Mauritius Telecom,  Orange Madagascar,  Telkom Kenya,  Société réunionnaise du radiotéléphone,  Emtel,  STOI",
lower-indian-ocean-network-lion,1594,"[{""landing_point_id"":9399,""latlon"":""-20.897344,55.549956"",""name"":""Sainte Marie, Réunion""},{""landing_point_id"":9400,""latlon"":""-20.077813,57.510111"",""name"":""Terre Rouge, Mauritius""},{""landing_point_id"":9398,""latlon"":""-18.146173,49.400349"",""name"":""Toamasina, Madagascar""}]",Lower Indian Ocean Network (LION),#f4878f,,,,"<MultiGeometry><LineString><coordinates>57.5100920884051,-20.0775335640537,0 55.5477887910192,-20.8972710403369,0 51.6345103132224,-19.1852491160616,0 49.4002345522543,-18.1460855308753,0</coordinates></LineString></MultiGeometry>","1,060 km",9-Nov,2009,"Orange,  Mauritius Telecom,  Orange Madagascar",http://lion.orange.com
lynn-canal-fiber,1840,"[{""landing_point_id"":16207,""latlon"":""59.235821,-135.444973"",""name"":""Haines, Alaska, United States""},{""landing_point_id"":4816,""latlon"":""58.299494,-134.406887"",""name"":""Juneau, Alaska, United States""},{""landing_point_id"":5765,""latlon"":""58.550958,-134.747317"",""name"":""Lena Point, Alaska, United States""},{""landing_point_id"":16208,""latlon"":""59.458380,-135.313918"",""name"":""Skagway, Alaska, United States""}]",Lynn Canal Fiber,#9ea0a2,,,,"<MultiGeometry><LineString><coordinates>-135.313892407025,59.4583429618867,0 -135.385083762843,59.3004147016521,0 -135.444995829775,59.2358384619812,0 -135.349976365838,59.0826184159498,0 -135.251538935572,58.9614057498172,0 -135.201685455264,58.8088269524038,0 -135.070289063971,58.6845174302831,0 -135.023902378082,58.5920175823711,0 -134.747291245911,58.5510514693153,0 -134.801392770085,58.4265614532998,0 -134.729957273815,58.3695544323289,0 -134.704127213989,58.3666606857992,0 -134.605006190457,58.3837124430097,0 -134.513892973752,58.370040968179,0 -134.400807116363,58.2995771613047,0</coordinates></LineString></MultiGeometry>",138 km,16-Oct,2016,Alaska Power & Telephone Company (AP&T),http://www.aptalaska.com
main-one,1565,"[{""landing_point_id"":4181,""latlon"":""5.558308,-0.201092"",""name"":""Accra, Ghana""},{""landing_point_id"":3280,""latlon"":""6.438874,3.423223"",""name"":""Lagos, Nigeria""},{""landing_point_id"":9058,""latlon"":""38.642276,-9.107387"",""name"":""Seixal, Portugal""}]",Main One,#f4878f,,,,"<MultiGeometry><LineString><coordinates>-0.204320151163767,5.55828340166227,0 0.307984173415033,0.732532955026889,0</coordinates></LineString><LineString><coordinates>-9.10743884411095,38.6426593066653,0 -10.4278480649707,34.795847952562,0 -10.1061686053514,33.8490947638144,0 -14.3824839353445,28.8969365025686,0 -14.3824839353445,28.0377779312289,0 -20.3162199662052,20.3060915784671,0 -20.3162199662052,14.3944111223311,0 -10.646451425735,0.732532955026889,0 3.11540405961246,0.732532955026889,0 3.42350931009782,6.43906892991951,0</coordinates></LineString></MultiGeometry>","7,000 km",10-Jul,2010,Main One Cable Company,http://www.mainonecable.com
malaysia-cambodia-thailand-mct-cable,1776,"[{""landing_point_id"":6011,""latlon"":""4.130183,103.393683"",""name"":""Cherating, Malaysia""},{""landing_point_id"":10985,""latlon"":""12.670609,101.277375"",""name"":""Rayong, Thailand""},{""landing_point_id"":9118,""latlon"":""10.629985,103.506671"",""name"":""Sihanoukville, Cambodia""}]",Malaysia-Cambodia-Thailand (MCT) Cable,#9ea0a2,,,,"<MultiGeometry><LineString><coordinates>103.512403249936,8.38845362119425,0 101.277346239522,10.8259460919967,0 101.277346239522,12.6706627664496,0</coordinates></LineString><LineString><coordinates>103.506739191449,10.6304015496421,0 103.398731455462,10.5234609782434,0 103.512403249936,8.38845362119425,0 103.720996852167,4.44264264146467,0 103.395215832953,4.11630961071919,0</coordinates></LineString></MultiGeometry>","1,300 km",Q4 2016,2016,"Telekom Malaysia,  Ezecom,  Symphony,  DTAC",
